brand,model,category,lifespan_km
"maxxis","Maxxis Crossmark II 29"" 2.25""","tyre",2000
"maxxis","Maxxis Crossmark II 29"" 2.25"" EXO","tyre",2000
"maxxis","Maxxis DT-1 650x47","tyre",3000
"maxxis","Maxxis DTH 20"" 1.5""","tyre",3000
"maxxis","Maxxis DTH 20"" 1.75""","tyre",3000
"maxxis","Maxxis DTH 20"" 1.95""","tyre",3000
"maxxis","Maxxis DTH 24"" 1.75""","tyre",3000
"maxxis","Maxxis DTH 26"" 2.15""","tyre",3000
"maxxis","Maxxis DTH 26"" 2.3""","tyre",3000
"maxxis","Maxxis DTR-1 650x47","tyre",3000
"maxxis","Maxxis Dissector 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis Dissector 27.5"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Dissector 29"" 2.4""","tyre",2000
"maxxis","Maxxis Dissector 29"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 27.5"" 2.2""","tyre",2000
"maxxis","Maxxis Forekaster 27.5"" 2.2"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 27.5"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 27.5"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 29"" 2.2""","tyre",2000
"maxxis","Maxxis Forekaster 29"" 2.2"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 29"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Forekaster 29"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Griffin 26"" 2.3""","tyre",2000
"maxxis","Maxxis Griffin 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Griffin 26"" 2.4""","tyre",2000
"maxxis","Maxxis Griffin 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis Griffin 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Griffin 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis Griffin 29"" 2.3""","tyre",2000
"maxxis","Maxxis Griffin 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis High Road 700x25","tyre",3000
"maxxis","Maxxis High Road SL 700x23","tyre",3000
"maxxis","Maxxis High Road SL 700x25","tyre",3000
"maxxis","Maxxis High Road SL 700x28","tyre",3000
"maxxis","Maxxis High Roller 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis High Roller 29"" 2.4""","tyre",2000
"maxxis","Maxxis High Roller 29"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 26"" 2.3""","tyre",2000
"maxxis","Maxxis High Roller II 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 26"" 2.4""","tyre",2000
"maxxis","Maxxis High Roller II 26"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.5""","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 27.5"" 3.0"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 29"" 2.3""","tyre",2000
"maxxis","Maxxis High Roller II 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis High Roller II 29"" 2.5""","tyre",2000
"maxxis","Maxxis High Roller II 29"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Ignitor 26"" 2.1""","tyre",2000
"maxxis","Maxxis Ignitor 26"" 2.1"" EXO","tyre",2000
"maxxis","Maxxis Ignitor 26"" 2.35""","tyre",2000
"maxxis","Maxxis Ignitor 26"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ignitor 27.5"" 2.35""","tyre",2000
"maxxis","Maxxis Ignitor 27.5"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ignitor 29"" 2.1""","tyre",2000
"maxxis","Maxxis Ignitor 29"" 2.1"" EXO","tyre",2000
"maxxis","Maxxis Ignitor 29"" 2.35""","tyre",2000
"maxxis","Maxxis Ignitor 29"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ikon 26"" 2.2""","tyre",2000
"maxxis","Maxxis Ikon 26"" 2.2"" EXO","tyre",2000
"maxxis","Maxxis Ikon 26"" 2.35""","tyre",2000
"maxxis","Maxxis Ikon 26"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ikon 27.5"" 2.2""","tyre",2000
"maxxis","Maxxis Ikon 27.5"" 2.2"" EXO","tyre",2000
"maxxis","Maxxis Ikon 27.5"" 2.35""","tyre",2000
"maxxis","Maxxis Ikon 27.5"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.0""","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.0"" EXO","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.2""","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.2"" EXO","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.35""","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Ikon 29"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Ikon+ 27.5"" 2.8""","tyre",2000
"maxxis","Maxxis Ikon+ 27.5"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 24"" 2.4""","tyre",2000
"maxxis","Maxxis Minion DHF 24"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.35""","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.5""","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 26"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.5""","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 27.5"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 29"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHF 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 29"" 2.5""","tyre",2000
"maxxis","Maxxis Minion DHF 29"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Minion DHF 29"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 24"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHR II 24"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 26"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHR II 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 26"" 2.4""","tyre",2000
"maxxis","Maxxis Minion DHR II 26"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 26"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 27.5"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 29"" 2.3""","tyre",2000
"maxxis","Maxxis Minion DHR II 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 29"" 2.4""","tyre",2000
"maxxis","Maxxis Minion DHR II 29"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Minion DHR II 29"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Minion FBF 26"" 4.0""","tyre",2000
"maxxis","Maxxis Minion FBF 26"" 4.0"" EXO","tyre",2000
"maxxis","Maxxis Minion FBF 26"" 4.8""","tyre",2000
"maxxis","Maxxis Minion FBF 26"" 4.8"" EXO","tyre",2000
"maxxis","Maxxis Minion FBF 27.5"" 3.8""","tyre",2000
"maxxis","Maxxis Minion FBF 27.5"" 3.8"" EXO","tyre",2000
"maxxis","Maxxis Minion FBR 26"" 4.0""","tyre",2000
"maxxis","Maxxis Minion FBR 26"" 4.0"" EXO","tyre",2000
"maxxis","Maxxis Minion FBR 26"" 4.8""","tyre",2000
"maxxis","Maxxis Minion FBR 26"" 4.8"" EXO","tyre",2000
"maxxis","Maxxis Minion FBR 27.5"" 3.8""","tyre",2000
"maxxis","Maxxis Minion FBR 27.5"" 3.8"" EXO","tyre",2000
"maxxis","Maxxis Minion SS 26"" 2.3""","tyre",2000
"maxxis","Maxxis Minion SS 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion SS 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis Minion SS 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Minion SS 27.5"" 2.5""","tyre",2000
"maxxis","Maxxis Minion SS 29"" 2.3""","tyre",2000
"maxxis","Maxxis Minion SS 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Pace 29"" 2.1"" EXO","tyre",2000
"maxxis","Maxxis Pursuer 700x25","tyre",3000
"maxxis","Maxxis Rambler 27.5"" 1.5"" EXO","tyre",3000
"maxxis","Maxxis Rambler 27.5"" 1.5"" SilkShield","tyre",3000
"maxxis","Maxxis Rambler 650x47 EXO","tyre",3000
"maxxis","Maxxis Rambler 700x38 EXO","tyre",3000
"maxxis","Maxxis Rambler 700x38 SilkShield","tyre",3000
"maxxis","Maxxis Rambler 700x40 EXO","tyre",3000
"maxxis","Maxxis Rambler 700x40 SilkShield","tyre",3000
"maxxis","Maxxis Rambler 700x45 EXO","tyre",3000
"maxxis","Maxxis Rambler 700x50 EXO","tyre",3000
"maxxis","Maxxis Ravager 700x40 EXO","tyre",3000
"maxxis","Maxxis Ravager 700x40 SilkShield","tyre",3000
"maxxis","Maxxis Re-Fuse 700x23 MaxxShield","tyre",3000
"maxxis","Maxxis Re-Fuse 700x25 MaxxShield","tyre",3000
"maxxis","Maxxis Re-Fuse 700x28 MaxxShield","tyre",3000
"maxxis","Maxxis Re-Fuse Gen 2 700x25 MaxxShield","tyre",3000
"maxxis","Maxxis Re-Fuse Gen 2 700x28 MaxxShield","tyre",3000
"maxxis","Maxxis Re-Fuse Gen 2 700x32 MaxxShield","tyre",3000
"maxxis","Maxxis Reaver 700x40 EXO","tyre",3000
"maxxis","Maxxis Reaver 700x45 EXO","tyre",3000
"maxxis","Maxxis Receptor 650x47 EXO","tyre",3000
"maxxis","Maxxis Receptor 700x40 EXO","tyre",3000
"maxxis","Maxxis Rekon 24"" 2.2""","tyre",2000
"maxxis","Maxxis Rekon 27.5"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Rekon 27.5"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Rekon 29"" 2.25""","tyre",2000
"maxxis","Maxxis Rekon 29"" 2.25"" EXO","tyre",2000
"maxxis","Maxxis Rekon 29"" 2.4"" EXO","tyre",2000
"maxxis","Maxxis Rekon 29"" 2.6"" EXO","tyre",2000
"maxxis","Maxxis Rekon Race 29"" 2.25""","tyre",2000
"maxxis","Maxxis Rekon Race 29"" 2.25"" EXO","tyre",2000
"maxxis","Maxxis Rekon Race 29"" 2.35"" EXO","tyre",2000
"maxxis","Maxxis Rekon+ 27.5"" 2.8"" EXO","tyre",2000
"maxxis","Maxxis Severe 27.5"" 2.25""","tyre",2000
"maxxis","Maxxis Severe 27.5"" 2.25"" EXO","tyre",2000
"maxxis","Maxxis Severe 29"" 2.25""","tyre",2000
"maxxis","Maxxis Severe 29"" 2.25"" EXO","tyre",2000
"maxxis","Maxxis Shorty 26"" 2.3""","tyre",2000
"maxxis","Maxxis Shorty 26"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Shorty 26"" 2.4""","tyre",2000
"maxxis","Maxxis Shorty 26"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Shorty 27.5"" 2.3""","tyre",2000
"maxxis","Maxxis Shorty 27.5"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Shorty 27.5"" 2.4""","tyre",2000
"maxxis","Maxxis Shorty 27.5"" 2.5""","tyre",2000
"maxxis","Maxxis Shorty 27.5"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Shorty 29"" 2.3""","tyre",2000
"maxxis","Maxxis Shorty 29"" 2.3"" EXO","tyre",2000
"maxxis","Maxxis Shorty 29"" 2.5""","tyre",2000
"maxxis","Maxxis Shorty 29"" 2.5"" EXO","tyre",2000
"maxxis","Maxxis Snyper 24"" 2.0"" EXO","tyre",2000
"maxxis","Maxxis Speed Terrane 700x33 EXO","tyre",3000
"maxxis","Maxxis Velocita 700x28 MaxxShield","tyre",3000
"maxxis","Maxxis Velocita 700x40","tyre",3000
"maxxis","Maxxis Velocita 700x40 EXO","tyre",3000
"maxxis","Maxxis Wetscream 27.5"" 2.5""","tyre",2000
"maxxis","Maxxis Wetscream 29"" 2.5""","tyre",2000
"generic","Mechanical disc","brake",800
"michelin","Michelin City J 12x1.75","tyre",3000
"michelin","Michelin City J 14x1.75","tyre",3000
"michelin","Michelin City J 20"" 1.75""","tyre",3000
"michelin","Michelin City J 24"" 1.75""","tyre",3000
"michelin","Michelin City Street 27.5"" 2.2""","tyre",3000
"michelin","Michelin City Street 27.5"" 2.4""","tyre",3000
"michelin","Michelin City Street 29"" 2.0""","tyre",3000
"michelin","Michelin City Street 29"" 2.2""","tyre",3000
"michelin","Michelin City Street 29"" 2.4""","tyre",3000
"michelin","Michelin Country A.T. 26"" 2.0""","tyre",2000
"michelin","Michelin Country Dry 2 26"" 2.0""","tyre",2000
"michelin","Michelin Country Dry NR 26"" 2.0""","tyre",2000
"michelin","Michelin Country Grip'R 26"" 2.1""","tyre",2000
"michelin","Michelin Country Grip'R 27.5"" 2.1""","tyre",2000
"michelin","Michelin Country Grip'R 29"" 2.1""","tyre",2000
"michelin","Michelin Country Grip'R TLR 27.5"" 2.1""","tyre",2000
"michelin","Michelin Country J 16x1.75","tyre",2000
"michelin","Michelin Country J 20"" 1.75""","tyre",2000
"michelin","Michelin Country J 24"" 1.75""","tyre",2000
"michelin","Michelin Country Mud NR 26"" 2.0""","tyre",2000
"michelin","Michelin Country Race'R 26"" 2.1""","tyre",2000
"michelin","Michelin Country Rock 26"" 1.75""","tyre",2000
"michelin","Michelin Country Rock 27.5"" 1.75""","tyre",2000
"michelin","Michelin Country Trail 26"" 2.0""","tyre",2000
"michelin","Michelin DH Mud 27.5"" 2.4""","tyre",2000
"michelin","Michelin DH Mud 29"" 2.4""","tyre",2000
"michelin","Michelin DH16 27.5"" 2.4""","tyre",2000
"michelin","Michelin DH16 29"" 2.4""","tyre",2000
"michelin","Michelin DH22 27.5"" 2.4""","tyre",2000
"michelin","Michelin DH22 29"" 2.4""","tyre",2000
"michelin","Michelin DH34 26"" 2.4""","tyre",2000
"michelin","Michelin DH34 27.5"" 2.4""","tyre",2000
"michelin","Michelin DH34 29"" 2.4""","tyre",2000
"michelin","Michelin DH34 Bike Park 27.5"" 2.4""","tyre",2000
"michelin","Michelin DH34 Bike Park 29"" 2.4""","tyre",2000
"michelin","Michelin Dynamic Classic 700x20","tyre",3000
"michelin","Michelin Dynamic Classic 700x23","tyre",3000
"michelin","Michelin Dynamic Classic 700x25","tyre",3000
"michelin","Michelin Dynamic Classic 700x28","tyre",3000
"michelin","Michelin Dynamic Classic 700x32","tyre",3000
"michelin","Michelin Dynamic Sport 700x23","tyre",3000
"michelin","Michelin Dynamic Sport 700x25","tyre",3000
"michelin","Michelin Dynamic Sport 700x28","tyre",3000
"michelin","Michelin E-Wild Front 27.5"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Front 27.5"" 2.8""","tyre",2000
"michelin","Michelin E-Wild Front 29"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Front 29"" 2.8""","tyre",2000
"michelin","Michelin E-Wild Front GUM-X 27.5"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Front GUM-X 27.5"" 2.8""","tyre",2000
"michelin","Michelin E-Wild Front GUM-X 29"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Rear 27.5"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Rear 27.5"" 2.8""","tyre",2000
"michelin","Michelin E-Wild Rear 29"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Rear GUM-X 27.5"" 2.6""","tyre",2000
"michelin","Michelin E-Wild Rear GUM-X 27.5"" 2.8""","tyre",2000
"michelin","Michelin E-Wild Rear GUM-X 29"" 2.6""","tyre",2000
"michelin","Michelin Energy 700x37","tyre",3000
"michelin","Michelin Force 27.5"" 2.1""","tyre",2000
"michelin","Michelin Force 27.5"" 2.1"" Access","tyre",2000
"michelin","Michelin Force 27.5"" 2.25""","tyre",2000
"michelin","Michelin Force 27.5"" 2.25"" Access","tyre",2000
"michelin","Michelin Force 27.5"" 2.4""","tyre",2000
"michelin","Michelin Force 27.5"" 2.4"" Access","tyre",2000
"michelin","Michelin Force 27.5"" 2.6""","tyre",2000
"michelin","Michelin Force 27.5"" 2.6"" Access","tyre",2000
"michelin","Michelin Force 29"" 2.1""","tyre",2000
"michelin","Michelin Force 29"" 2.1"" Access","tyre",2000
"michelin","Michelin Force 29"" 2.25""","tyre",2000
"michelin","Michelin Force 29"" 2.25"" Access","tyre",2000
"michelin","Michelin Force 29"" 2.4""","tyre",2000
"michelin","Michelin Force 29"" 2.4"" Access","tyre",2000
"michelin","Michelin Force 29"" 2.6""","tyre",2000
"michelin","Michelin Force 29"" 2.6"" Access","tyre",2000
"michelin","Michelin Force AM 26"" 2.25"" Competition","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.25"" Competition","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.25"" Performance","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.35"" Competition","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.35"" Performance","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.6"" Competition","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.6"" Performance","tyre",2000
"michelin","Michelin Force AM 27.5"" 2.8"" Performance","tyre",2000
"michelin","Michelin Force AM 29"" 2.25"" Competition","tyre",2000
"michelin","Michelin Force AM 29"" 2.35"" Competition","tyre",2000
"michelin","Michelin Force AM 29"" 2.35"" Performance","tyre",2000
"michelin","Michelin Force AM2 27.5"" 2.4"" Competition","tyre",2000
"michelin","Michelin Force AM2 27.5"" 2.6"" Competition","tyre",2000
"michelin","Michelin Force AM2 29"" 2.4"" Competition","tyre",2000
"michelin","Michelin Force AM2 29"" 2.6"" Competition","tyre",2000
"michelin","Michelin Force Enduro 27.5"" 2.35""","tyre",2000
"michelin","Michelin Force Enduro 29"" 2.35""","tyre",2000
"michelin","Michelin Force XC 26"" 2.1"" Competition","tyre",2000
"michelin","Michelin Force XC 26"" 2.1"" Performance","tyre",2000
"michelin","Michelin Force XC 27.5"" 2.1"" Competition","tyre",2000
"michelin","Michelin Force XC 27.5"" 2.25"" Competition","tyre",2000
"michelin","Michelin Force XC 27.5"" 2.25"" Performance","tyre",2000
"michelin","Michelin Force XC 29"" 2.1"" Competition","tyre",2000
"michelin","Michelin Force XC 29"" 2.25"" Competition","tyre",2000
"michelin","Michelin Force XC 29"" 2.25"" Performance","tyre",2000
"michelin","Michelin Force XC2 29"" 2.1"" Performance","tyre",2000
"michelin","Michelin Force XC2 29"" 2.1"" Racing","tyre",2000
"michelin","Michelin Force XC2 29"" 2.25"" Performance","tyre",2000
"michelin","Michelin Force XC2 29"" 2.25"" Racing","tyre",2000
"michelin","Michelin Jet XC2 29"" 2.25""","tyre",2000
"michelin","Michelin Jet XC2 29"" 2.35""","tyre",2000
"michelin","Michelin Jet XCR 27.5"" 2.25""","tyre",2000
"michelin","Michelin Jet XCR 29"" 2.1""","tyre",2000
"michelin","Michelin Jet XCR 29"" 2.25""","tyre",2000
"michelin","Michelin Lithion 2 700x23","tyre",3000
"michelin","Michelin Lithion 2 700x25","tyre",3000
"michelin","Michelin Lithion 3 700x23","tyre",3000
"michelin","Michelin Lithion 3 700x25","tyre",3000
"michelin","Michelin Lithion 4 700x23","tyre",3000
"michelin","Michelin Lithion 4 700x25","tyre",3000
"michelin","Michelin Lithion 4 700x28","tyre",3000
"michelin","Michelin Lithion 4 700x30","tyre",3000
"michelin","Michelin Lithion 4 700x32","tyre",3000
"michelin","Michelin Mud Enduro 27.5"" 2.25""","tyre",2000
"michelin","Michelin Mud Enduro 29"" 2.25""","tyre",2000
"michelin","Michelin Mud Enduro MAGI-X 27.5"" 2.25""","tyre",2000
"michelin","Michelin Mud Enduro MAGI-X 29"" 2.25""","tyre",2000
"michelin","Michelin Pilot Freestyle 20"" 2.1""","tyre",3000
"michelin","Michelin Pilot Freestyle 20"" 2.3""","tyre",3000
"michelin","Michelin Pilot Pump 26"" 2.3""","tyre",2000
"michelin","Michelin Pilot SX 20"" 1.5""","tyre",3000
"michelin","Michelin Pilot SX Slick 20"" 1.7""","tyre",3000
"michelin","Michelin Pilot Slope 26"" 2.25""","tyre",2000
"michelin","Michelin Power Adventure 700x30","tyre",2000
"michelin","Michelin Power Adventure 700x36","tyre",2000
"michelin","Michelin Power Adventure 700x42","tyre",2000
"michelin","Michelin Power Adventure 700x48","tyre",2000
"michelin","Michelin Power All Season 700x23","tyre",3000
"michelin","Michelin Power All Season 700x25","tyre",3000
"michelin","Michelin Power All Season 700x28","tyre",3000
"michelin","Michelin Power Competition 700x23","tyre",3000
"michelin","Michelin Power Competition 700x25","tyre",3000
"michelin","Michelin Power Cup Competition 700x23","tyre",3000
"michelin","Michelin Power Cup Competition 700x25","tyre",3000
"michelin","Michelin Power Cup Competition 700x28","tyre",3000
"michelin","Michelin Power Cup TLR Competition 700x25","tyre",3000
"michelin","Michelin Power Cup TLR Competition 700x28","tyre",3000
"michelin","Michelin Power Cup TLR Competition 700x30","tyre",3000
"michelin","Michelin Power Cyclocross Jet 700x33","tyre",3000
"michelin","Michelin Power Cyclocross Mud 700x30","tyre",3000
"michelin","Michelin Power Endurance 700x23","tyre",3000
"michelin","Michelin Power Endurance 700x25","tyre",3000
"michelin","Michelin Power Endurance 700x28","tyre",3000
"michelin","Michelin Power Gravel 700x33","tyre",2000
"michelin","Michelin Power Gravel 700x35","tyre",2000
"michelin","Michelin Power Gravel 700x40","tyre",2000
"michelin","Michelin Power Gravel 700x47","tyre",2000
"michelin","Michelin Power Protection + 700x23","tyre",3000
"michelin","Michelin Power Protection + 700x25","tyre",3000
"michelin","Michelin Power Protection + 700x28","tyre",3000
"michelin","Michelin Power Protection TLR 700x28","tyre",3000
"michelin","Michelin Power Protection TLR 700x30","tyre",3000
"michelin","Michelin Power Protection TLR 700x32","tyre",3000
"michelin","Michelin Power Time Trial 700x23","tyre",3000
"michelin","Michelin Power Time Trial 700x25","tyre",3000
"michelin","Michelin Pro4 Endurance 700x23","tyre",3000
"michelin","Michelin Pro4 Endurance 700x25","tyre",3000
"michelin","Michelin Pro4 Endurance 700x28","tyre",3000
"michelin","Michelin Pro4 Service Course 650x23","tyre",3000
"michelin","Michelin Pro4 Service Course 700x20","tyre",3000
"michelin","Michelin Pro4 Service Course 700x23","tyre",3000
"michelin","Michelin Pro4 Service Course 700x25","tyre",3000
"michelin","Michelin Protek 20"" 1.5""","tyre",3000
"michelin","Michelin Protek Cross 26"" 1.6""","tyre",3000
"michelin","Michelin Protek Cross 26"" 1.85""","tyre",3000
"michelin","Michelin Protek Cross Max 26"" 1.6""","tyre",3000
"michelin","Michelin Protek Cross Max 26"" 1.85""","tyre",3000
"michelin","Michelin Protek Cross Max 700x32","tyre",3000
"michelin","Michelin Protek Cross Max 700x35","tyre",3000
"michelin","Michelin Protek Cross Max 700x40","tyre",3000
"michelin","Michelin Protek Cross Max 700x47","tyre",3000
"michelin","Michelin Protek Max 20"" 1.5""","tyre",3000
"michelin","Michelin Protek Max 20"" 2.2""","tyre",3000
"michelin","Michelin Protek Max 24"" 1.85""","tyre",3000
"michelin","Michelin Protek Max 26"" 1.4""","tyre",3000
"michelin","Michelin Protek Max 26"" 1.85""","tyre",3000
"michelin","Michelin Protek Max 26"" 2.2""","tyre",3000
"michelin","Michelin Protek Max 29"" 2.2""","tyre",3000
"michelin","Michelin Protek Max 700x28","tyre",3000
"michelin","Michelin Protek Max 700x32","tyre",3000
"michelin","Michelin Protek Max 700x37","tyre",3000
"michelin","Michelin Protek Max 700x40","tyre",3000
"michelin","Michelin Protek Max 700x42","tyre",3000
"michelin","Michelin Protek Max 700x47","tyre",3000
"michelin","Michelin Rock'R 2 Enduro 26"" 2.35""","tyre",2000
"michelin","Michelin Rock'R 2 Enduro 27.5"" 2.35""","tyre",2000
"michelin","Michelin Rock'R 2 Enduro 29"" 2.35""","tyre",2000
"michelin","Michelin Stargrip 700x35","tyre",3000
"michelin","Michelin Stargrip 700x40","tyre",3000
"michelin","Michelin Wild 27.5"" 2.25"" Access","tyre",2000
"michelin","Michelin Wild 27.5"" 2.4"" Access","tyre",2000
"michelin","Michelin Wild 27.5"" 2.6"" Access","tyre",2000
"michelin","Michelin Wild 27.5"" 2.8"" Access","tyre",2000
"michelin","Michelin Wild 29"" 2.25"" Access","tyre",2000
"michelin","Michelin Wild 29"" 2.4"" Access","tyre",2000
"michelin","Michelin Wild 29"" 2.6"" Access","tyre",2000
"michelin","Michelin Wild AM 26"" 2.35"" Performance","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.35"" Competition","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.35"" Performance","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.6"" Competition","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.6"" Performance","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.8"" Competition","tyre",2000
"michelin","Michelin Wild AM 27.5"" 2.8"" Performance","tyre",2000
"michelin","Michelin Wild AM 29"" 2.35"" Competition","tyre",2000
"michelin","Michelin Wild AM2 27.5"" 2.4"" Competition","tyre",2000
"michelin","Michelin Wild AM2 27.5"" 2.6"" Competition","tyre",2000
"michelin","Michelin Wild AM2 29"" 2.4"" Competition","tyre",2000
"michelin","Michelin Wild AM2 29"" 2.6"" Competition","tyre",2000
"michelin","Michelin Wild Enduro Front GUM-X 27.5"" 2.4""","tyre",2000
"michelin","Michelin Wild Enduro Front GUM-X 27.5"" 2.6""","tyre",2000
"michelin","Michelin Wild Enduro Front GUM-X 27.5"" 2.8""","tyre",2000
"michelin","Michelin Wild Enduro Front GUM-X 29"" 2.4""","tyre",2000
"michelin","Michelin Wild Enduro Front MAGI-X 27.5"" 2.4""","tyre",2000
"michelin","Michelin Wild Enduro Front MAGI-X 29"" 2.4""","tyre",2000
"michelin","Michelin Wild Enduro MH 27.5"" 2.5""","tyre",2000
"michelin","Michelin Wild Enduro MH 29"" 2.5""","tyre",2000
"michelin","Michelin Wild Enduro MS 27.5"" 2.4""","tyre",2000
"michelin","Michelin Wild Enduro MS 29"" 2.4""","tyre",2000
