brand,model,category,lifespan_km
"continental","Continental Cross King 29"" 2.0""","tyre",2000
"continental","Continental Cross King 29"" 2.2""","tyre",2000
"continental","Continental Cross King 29"" 2.2"" ProTection","tyre",2000
"continental","Continental Cross King 29"" 2.2"" RaceSport","tyre",2000
"continental","Continental Cross King 29"" 2.3""","tyre",2000
"continental","Continental Cross King 29"" 2.3"" ProTection","tyre",2000
"continental","Continental Cross King 29"" 2.3"" RaceSport","tyre",2000
"continental","Continental Der Baron Projekt 26"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Der Baron Projekt 27.5"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Der Baron Projekt 27.5"" 2.6"" ProTection Apex","tyre",2000
"continental","Continental Der Baron Projekt 29"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Der Kaiser Projekt 26"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Der Kaiser Projekt 27.5"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Der Kaiser Projekt 29"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Double Fighter III 16x1.75","tyre",2000
"continental","Continental Double Fighter III 20"" 1.75""","tyre",2000
"continental","Continental Double Fighter III 24"" 1.75""","tyre",2000
"continental","Continental Double Fighter III 24"" 2.0""","tyre",2000
"continental","Continental Double Fighter III 26"" 1.9""","tyre",2000
"continental","Continental Double Fighter III 27.5"" 2.0""","tyre",2000
"continental","Continental Double Fighter III 29"" 2.0""","tyre",2000
"continental","Continental Double Fighter III 700x35","tyre",2000
"continental","Continental Gator Hardshell 700x23","tyre",3000
"continental","Continental Gator Hardshell 700x25","tyre",3000
"continental","Continental Gator Hardshell 700x28","tyre",3000
"continental","Continental Gator Hardshell 700x32","tyre",3000
"continental","Continental Gator Hardshell Black Edition 700x23","tyre",3000
"continental","Continental Gator Hardshell Black Edition 700x25","tyre",3000
"continental","Continental Gator Hardshell Black Edition 700x28","tyre",3000
"continental","Continental Gator Hardshell Black Edition 700x32","tyre",3000
"continental","Continental Gatorskin 650x23","tyre",3000
"continental","Continental Gatorskin 700x23","tyre",3000
"continental","Continental Gatorskin 700x25","tyre",3000
"continental","Continental Gatorskin 700x28","tyre",3000
"continental","Continental Gatorskin 700x32","tyre",3000
"continental","Continental Gatorskin Black Edition 700x23","tyre",3000
"continental","Continental Gatorskin Black Edition 700x25","tyre",3000
"continental","Continental Gatorskin Black Edition 700x28","tyre",3000
"continental","Continental Gatorskin Black Edition 700x32","tyre",3000
"continental","Continental Giro 28x22","tyre",3000
"continental","Continental Grand Prix 4-Season 700x23","tyre",3000
"continental","Continental Grand Prix 4-Season 700x25","tyre",3000
"continental","Continental Grand Prix 4-Season 700x28","tyre",3000
"continental","Continental Grand Prix 4-Season 700x32","tyre",3000
"continental","Continental Grand Prix 4000 S II 650x23","tyre",3000
"continental","Continental Grand Prix 4000 S II 700x20","tyre",3000
"continental","Continental Grand Prix 4000 S II 700x23","tyre",3000
"continental","Continental Grand Prix 4000 S II 700x25","tyre",3000
"continental","Continental Grand Prix 4000 S II 700x28","tyre",3000
"continental","Continental Grand Prix 4000 S II Tubular 700x22","tyre",3000
"continental","Continental Grand Prix 5000 650x25","tyre",3000
"continental","Continental Grand Prix 5000 650x28","tyre",3000
"continental","Continental Grand Prix 5000 700x23","tyre",3000
"continental","Continental Grand Prix 5000 700x25","tyre",3000
"continental","Continental Grand Prix 5000 700x32","tyre",3000
"continental","Continental Grand Prix 5000 AS TR 700x25","tyre",3000
"continental","Continental Grand Prix 5000 AS TR 700x28","tyre",3000
"continental","Continental Grand Prix 5000 AS TR 700x32","tyre",3000
"continental","Continental Grand Prix 5000 AS TR 700x35","tyre",3000
"continental","Continental Grand Prix 5000 S TR 650x30","tyre",3000
"continental","Continental Grand Prix 5000 S TR 650x32","tyre",3000
"continental","Continental Grand Prix 5000 S TR 700x25","tyre",3000
"continental","Continental Grand Prix 5000 S TR 700x28","tyre",3000
"continental","Continental Grand Prix 5000 S TR 700x30","tyre",3000
"continental","Continental Grand Prix 5000 S TR 700x32","tyre",3000
"continental","Continental Grand Prix 5000 TL 650x28","tyre",3000
"continental","Continental Grand Prix 5000 TL 700x25","tyre",3000
"continental","Continental Grand Prix 5000 TL 700x28","tyre",3000
"continental","Continental Grand Prix 5000 TL 700x32","tyre",3000
"continental","Continental Grand Prix 5000 TT TR 700x25","tyre",3000
"continental","Continental Grand Prix 5000 TT TR 700x28","tyre",3000
"continental","Continental Grand Prix 650x23","tyre",3000
"continental","Continental Grand Prix 700x23","tyre",3000
"continental","Continental Grand Prix 700x25","tyre",3000
"continental","Continental Grand Prix 700x28","tyre",3000
"continental","Continental Grand Prix Classic 700x25","tyre",3000
"continental","Continental Grand Prix Urban 700x35","tyre",3000
"continental","Continental Grand Sport Extra 700x23","tyre",3000
"continental","Continental Grand Sport Extra 700x25","tyre",3000
"continental","Continental Grand Sport Extra 700x28","tyre",3000
"continental","Continental Grand Sport Extra 700x32","tyre",3000
"continental","Continental Grand Sport Race 700x25","tyre",3000
"continental","Continental Grand Sport Race 700x28","tyre",3000
"continental","Continental Grand Sport Race 700x32","tyre",3000
"continental","Continental Hometrainer 26"" 1.75""","tyre",3000
"continental","Continental Hometrainer 27.5"" 2.0""","tyre",3000
"continental","Continental Hometrainer 700x23","tyre",3000
"continental","Continental Hometrainer 700x32","tyre",3000
"continental","Continental Hometrainer II 26"" 1.75""","tyre",3000
"continental","Continental Hometrainer II 27.5"" 2.0""","tyre",3000
"continental","Continental Hometrainer II 700x23","tyre",3000
"continental","Continental Hometrainer II 700x32","tyre",3000
"continental","Continental Hydrotal 27.5"" 2.4""","tyre",2000
"continental","Continental Hydrotal 29"" 2.4""","tyre",2000
"continental","Continental Kryptotal Fr 26"" 2.4""","tyre",2000
"continental","Continental Kryptotal Fr 27.5"" 2.4""","tyre",2000
"continental","Continental Kryptotal Fr 29"" 2.4""","tyre",2000
"continental","Continental Kryptotal Re 26"" 2.4""","tyre",2000
"continental","Continental Kryptotal Re 27.5"" 2.4""","tyre",2000
"continental","Continental Kryptotal Re 27.5"" 2.6""","tyre",2000
"continental","Continental Kryptotal Re 29"" 2.4""","tyre",2000
"continental","Continental Kryptotal Re 29"" 2.6""","tyre",2000
"continental","Continental Mountain King 26"" 2.2"" Performance","tyre",2000
"continental","Continental Mountain King 26"" 2.2"" RaceSport","tyre",2000
"continental","Continental Mountain King 26"" 2.2"" Sport","tyre",2000
"continental","Continental Mountain King 26"" 2.3""","tyre",2000
"continental","Continental Mountain King 26"" 2.3"" ProTection","tyre",2000
"continental","Continental Mountain King 26"" 2.4"" Performance","tyre",2000
"continental","Continental Mountain King 26"" 2.4"" RaceSport","tyre",2000
"continental","Continental Mountain King 26"" 2.4"" Sport","tyre",2000
"continental","Continental Mountain King 27.5"" 2.2"" Performance","tyre",2000
"continental","Continental Mountain King 27.5"" 2.2"" RaceSport","tyre",2000
"continental","Continental Mountain King 27.5"" 2.2"" Sport","tyre",2000
"continental","Continental Mountain King 27.5"" 2.3""","tyre",2000
"continental","Continental Mountain King 27.5"" 2.3"" ProTection","tyre",2000
"continental","Continental Mountain King 27.5"" 2.4"" Performance","tyre",2000
"continental","Continental Mountain King 27.5"" 2.4"" RaceSport","tyre",2000
"continental","Continental Mountain King 27.5"" 2.4"" Sport","tyre",2000
"continental","Continental Mountain King 27.5"" 2.6""","tyre",2000
"continental","Continental Mountain King 27.5"" 2.6"" ProTection","tyre",2000
"continental","Continental Mountain King 27.5"" 2.8""","tyre",2000
"continental","Continental Mountain King 29"" 2.2"" Performance","tyre",2000
"continental","Continental Mountain King 29"" 2.2"" RaceSport","tyre",2000
"continental","Continental Mountain King 29"" 2.2"" Sport","tyre",2000
"continental","Continental Mountain King 29"" 2.3""","tyre",2000
"continental","Continental Mountain King 29"" 2.3"" ProTection","tyre",2000
"continental","Continental Mountain King 29"" 2.4"" Performance","tyre",2000
"continental","Continental Mountain King 29"" 2.4"" RaceSport","tyre",2000
"continental","Continental Mountain King 29"" 2.4"" Sport","tyre",2000
"continental","Continental Mountain King CX 700x32 RaceSport","tyre",3000
"continental","Continental Mountain King CX 700x35 Performance","tyre",3000
"continental","Continental Race King 26"" 2.0""","tyre",2000
"continental","Continental Race King 26"" 2.0"" Performance","tyre",2000
"continental","Continental Race King 26"" 2.2""","tyre",2000
"continental","Continental Race King 26"" 2.2"" Performance","tyre",2000
"continental","Continental Race King 26"" 2.2"" ProTection","tyre",2000
"continental","Continental Race King 26"" 2.2"" RaceSport","tyre",2000
"continental","Continental Race King 27.5"" 2.0""","tyre",2000
"continental","Continental Race King 27.5"" 2.0"" Performance","tyre",2000
"continental","Continental Race King 27.5"" 2.2""","tyre",2000
"continental","Continental Race King 27.5"" 2.2"" Performance","tyre",2000
"continental","Continental Race King 27.5"" 2.2"" ProTection","tyre",2000
"continental","Continental Race King 27.5"" 2.2"" RaceSport","tyre",2000
"continental","Continental Race King 29"" 2.0""","tyre",2000
"continental","Continental Race King 29"" 2.0"" Performance","tyre",2000
"continental","Continental Race King 29"" 2.2""","tyre",2000
"continental","Continental Race King 29"" 2.2"" Performance","tyre",2000
"continental","Continental Race King 29"" 2.2"" ProTection","tyre",2000
"continental","Continental Race King 29"" 2.2"" RaceSport","tyre",2000
"continental","Continental Ride City 26"" 1.75""","tyre",3000
"continental","Continental Ride City 28x1.6","tyre",3000
"continental","Continental Ride City 700x29","tyre",3000
"continental","Continental Ride City 700x37","tyre",3000
"continental","Continental Ride Tour 16x1.75","tyre",3000
"continental","Continental Ride Tour 20"" 1.75""","tyre",3000
"continental","Continental Ride Tour 24"" 1.75""","tyre",3000
"continental","Continental Ride Tour 26"" 1.75""","tyre",3000
"continental","Continental Ride Tour 26"" 2.0""","tyre",3000
"continental","Continental Ride Tour 26"" 2.2""","tyre",3000
"continental","Continental Ride Tour 650x38","tyre",3000
"continental","Continental Ride Tour 700x29","tyre",3000
"continental","Continental Ruban 27.5"" 2.1""","tyre",3000
"continental","Continental Ruban 27.5"" 2.3""","tyre",3000
"continental","Continental Ruban 27.5"" 2.6""","tyre",3000
"continental","Continental Ruban 29"" 2.1""","tyre",3000
"continental","Continental Ruban 29"" 2.2""","tyre",3000
"continental","Continental Ruban 29"" 2.3""","tyre",3000
"continental","Continental Ruban 29"" 2.6""","tyre",3000
"continental","Continental Sonderklasse II 28x23","tyre",3000
"continental","Continental Sprinter 26"" 22""","tyre",3000
"continental","Continental Sprinter 28x22","tyre",3000
"continental","Continental Sprinter 28x25","tyre",3000
"continental","Continental Sprinter Gatorskin 28x22","tyre",3000
"continental","Continental Sprinter Gatorskin 28x25","tyre",3000
"continental","Continental Super Sport Plus 650x28","tyre",3000
"continental","Continental Super Sport Plus 650x32","tyre",3000
"continental","Continental Super Sport Plus 700x23","tyre",3000
"continental","Continental Super Sport Plus 700x25","tyre",3000
"continental","Continental Super Sport Plus 700x28","tyre",3000
"continental","Continental Tempo II 28x19","tyre",3000
"continental","Continental Tempo II 28x22","tyre",3000
"continental","Continental Terra Hardpack 650x50","tyre",2000
"continental","Continental Terra Hardpack 700x50","tyre",2000
"continental","Continental Terra Speed 650x35","tyre",2000
"continental","Continental Terra Speed 650x40","tyre",2000
"continental","Continental Terra Speed 700x35","tyre",2000
"continental","Continental Terra Speed 700x40","tyre",2000
"continental","Continental Terra Speed 700x45","tyre",2000
"continental","Continental Terra Trail 650x40","tyre",2000
"continental","Continental Terra Trail 650x47","tyre",2000
"continental","Continental Terra Trail 700x35","tyre",2000
"continental","Continental Terra Trail 700x40","tyre",2000
"continental","Continental Terra Trail 700x45","tyre",2000
"continental","Continental Top Contact II 26"" 2.0""","tyre",3000
"continental","Continental Top Contact II 28x1.6","tyre",3000
"continental","Continental Top Contact II 28x1.75","tyre",3000
"continental","Continental Top Contact II 700x29","tyre",3000
"continental","Continental Top Contact II 700x37","tyre",3000
"continental","Continental Top Contact Winter II Premium 26"" 1.9""","tyre",3000
"continental","Continental Top Contact Winter II Premium 26"" 2.2""","tyre",3000
"continental","Continental Top Contact Winter II Premium 27.5"" 2.0""","tyre",3000
"continental","Continental Top Contact Winter II Premium 28x1.6","tyre",3000
"continental","Continental Top Contact Winter II Premium 28x1.75","tyre",3000
"continental","Continental Top Contact Winter II Premium 700x37","tyre",3000
"continental","Continental Trail King 26"" 2.2"" Performance","tyre",2000
"continental","Continental Trail King 26"" 2.2"" ProTection Apex","tyre",2000
"continental","Continental Trail King 26"" 2.2"" RaceSport","tyre",2000
"continental","Continental Trail King 26"" 2.2"" Sport","tyre",2000
"continental","Continental Trail King 26"" 2.4"" Performance","tyre",2000
"continental","Continental Trail King 26"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Trail King 26"" 2.4"" Sport","tyre",2000
"continental","Continental Trail King 27.5"" 2.2"" Performance","tyre",2000
"continental","Continental Trail King 27.5"" 2.2"" ProTection Apex","tyre",2000
"continental","Continental Trail King 27.5"" 2.2"" RaceSport","tyre",2000
"continental","Continental Trail King 27.5"" 2.2"" Sport","tyre",2000
"continental","Continental Trail King 27.5"" 2.4"" Performance","tyre",2000
"continental","Continental Trail King 27.5"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Trail King 27.5"" 2.4"" Sport","tyre",2000
"continental","Continental Trail King 27.5"" 2.6"" ProTection Apex","tyre",2000
"continental","Continental Trail King 29"" 2.2"" Performance","tyre",2000
"continental","Continental Trail King 29"" 2.2"" ProTection Apex","tyre",2000
"continental","Continental Trail King 29"" 2.2"" RaceSport","tyre",2000
"continental","Continental Trail King 29"" 2.2"" Sport","tyre",2000
"continental","Continental Trail King 29"" 2.4"" Performance","tyre",2000
"continental","Continental Trail King 29"" 2.4"" ProTection Apex","tyre",2000
"continental","Continental Trail King 29"" 2.4"" Sport","tyre",2000
"continental","Continental Ultra Sport 650x25","tyre",3000
"continental","Continental Ultra Sport 700x23","tyre",3000
"continental","Continental Ultra Sport 700x25","tyre",3000
"continental","Continental Ultra Sport 700x28","tyre",3000
"continental","Continental Ultra Sport 700x32","tyre",3000
"continental","Continental Ultra Sport II 700x23","tyre",3000
"continental","Continental Ultra Sport II 700x25","tyre",3000
"continental","Continental Ultra Sport II 700x28","tyre",3000
"continental","Continental Ultra Sport II 700x32","tyre",3000
"continental","Continental Ultra Sport III 700x23","tyre",3000
"continental","Continental Ultra Sport III 700x25","tyre",3000
"continental","Continental Ultra Sport III 700x28","tyre",3000
"continental","Continental Ultra Sport III 700x32","tyre",3000
"continental","Continental Urban Taraxagum 700x37","tyre",3000
"continental","Continental X-King 26"" 2.0"" Performance","tyre",2000
"continental","Continental X-King 26"" 2.2"" Performance","tyre",2000
"continental","Continental X-King 26"" 2.2"" ProTection","tyre",2000
"continental","Continental X-King 26"" 2.2"" RaceSport","tyre",2000
"continental","Continental X-King 26"" 2.2"" Sport","tyre",2000
"continental","Continental X-King 26"" 2.4"" Performance","tyre",2000
"continental","Continental X-King 26"" 2.4"" ProTection","tyre",2000
"continental","Continental X-King 26"" 2.4"" RaceSport","tyre",2000
"continental","Continental X-King 26"" 2.4"" Sport","tyre",2000
"continental","Continental X-King 27.5"" 2.0"" Performance","tyre",2000
"continental","Continental X-King 27.5"" 2.2"" Performance","tyre",2000
"continental","Continental X-King 27.5"" 2.2"" ProTection","tyre",2000
"continental","Continental X-King 27.5"" 2.2"" RaceSport","tyre",2000
"continental","Continental X-King 27.5"" 2.2"" Sport","tyre",2000
"continental","Continental X-King 27.5"" 2.4"" Performance","tyre",2000
"continental","Continental X-King 27.5"" 2.4"" ProTection","tyre",2000
"continental","Continental X-King 27.5"" 2.4"" RaceSport","tyre",2000
"continental","Continental X-King 27.5"" 2.4"" Sport","tyre",2000
"continental","Continental X-King 27.5"" 2.6"" Performance","tyre",2000
"continental","Continental X-King 27.5"" 2.6"" ProTection","tyre",2000
"continental","Continental X-King 27.5"" 2.6"" RaceSport","tyre",2000
"continental","Continental X-King 27.5"" 2.6"" Sport","tyre",2000
"continental","Continental X-King 29"" 2.0"" Performance","tyre",2000
"continental","Continental X-King 29"" 2.2"" Performance","tyre",2000
"continental","Continental X-King 29"" 2.2"" ProTection","tyre",2000
"continental","Continental X-King 29"" 2.2"" RaceSport","tyre",2000
"continental","Continental X-King 29"" 2.2"" Sport","tyre",2000
"continental","Continental X-King 29"" 2.4"" Performance","tyre",2000
"continental","Continental X-King 29"" 2.4"" ProTection","tyre",2000
"continental","Continental X-King 29"" 2.4"" RaceSport","tyre",2000
"continental","Continental X-King 29"" 2.4"" Sport","tyre",2000
"continental","Continental Xynotal 27.5"" 2.4""","tyre",2000
"continental","Continental Xynotal 29"" 2.4""","tyre",2000
"continental","Continental eContact Plus 20"" 2.0""","tyre",3000
"continental","Continental eContact Plus 20"" 2.2""","tyre",3000
"continental","Continental eContact Plus 20"" 2.5""","tyre",3000
"continental","Continental eContact Plus 26"" 2.2""","tyre",3000
"continental","Continental eContact Plus 27.5"" 2.2""","tyre",3000
"continental","Continental eContact Plus 27.5"" 2.5""","tyre",3000
"continental","Continental eContact Plus 28x2.0","tyre",3000
"continental","Continental eContact Plus 28x2.2","tyre",3000
"continental","Continental eContact Plus 28x2.5","tyre",3000
"continental","Continental eRuban Plus 26"" 2.3""","tyre",3000
"continental","Continental eRuban Plus 27.5"" 2.3""","tyre",3000
"continental","Continental eRuban Plus 27.5"" 2.6""","tyre",3000
"continental","Continental eRuban Plus 29"" 2.1""","tyre",3000
"continental","Continental eRuban Plus 29"" 2.2""","tyre",3000
"continental","Continental eRuban Plus 29"" 2.3""","tyre",3000
"continental","Continental eRuban Plus 29"" 2.6""","tyre",3000
"crankbrothers","Crankbrothers 5050 2","pedals",800
"crankbrothers","Crankbrothers 5050 3","pedals",800
"crankbrothers","Crankbrothers Candy 1 Black","pedals",800
"crankbrothers","Crankbrothers Candy 1 Blue","pedals",800
"crankbrothers","Crankbrothers Candy 1 Pink","pedals",800
"crankbrothers","Crankbrothers Candy 1 Red","pedals",800
"crankbrothers","Crankbrothers Candy 11","pedals",800
"crankbrothers","Crankbrothers Candy 2 Charcoal","pedals",800
"crankbrothers","Crankbrothers Candy 2 Green","pedals",800
"crankbrothers","Crankbrothers Candy 3 Black","pedals",800
"crankbrothers","Crankbrothers Candy 3 Dark Red","pedals",800
"crankbrothers","Crankbrothers Candy 3 Slate Blue","pedals",800
"crankbrothers","Crankbrothers Candy 7 Black","pedals",800
"crankbrothers","Crankbrothers Candy 7 Black/Pink","pedals",800
"crankbrothers","Crankbrothers Candy 7 Electric Blue","pedals",800
"crankbrothers","Crankbrothers Candy 7 Red","pedals",800
"crankbrothers","Crankbrothers Candy 7 USA Edition","pedals",800
"crankbrothers","Crankbrothers Double Shot 1 Black","pedals",800
"crankbrothers","Crankbrothers Double Shot 1 Blue","pedals",800
"crankbrothers","Crankbrothers Double Shot 1 Red","pedals",800
"crankbrothers","Crankbrothers Double Shot 2 Black","pedals",800
"crankbrothers","Crankbrothers Double Shot 2 Blue","pedals",800
"crankbrothers","Crankbrothers Double Shot 2 Orange","pedals",800
"crankbrothers","Crankbrothers Double Shot 2 Red","pedals",800
"crankbrothers","Crankbrothers Double Shot 3 Black","pedals",800
"crankbrothers","Crankbrothers Double Shot 3 Red","pedals",800
"crankbrothers","Crankbrothers Eggbeater 1 Black","pedals",800
"crankbrothers","Crankbrothers Eggbeater 1 Red","pedals",800
"crankbrothers","Crankbrothers Eggbeater 11","pedals",800
"crankbrothers","Crankbrothers Eggbeater 2 Black","pedals",800
"crankbrothers","Crankbrothers Eggbeater 2 Green","pedals",800
"crankbrothers","Crankbrothers Eggbeater 3 Black","pedals",800
"crankbrothers","Crankbrothers Eggbeater 3 Electric Blue","pedals",800
"crankbrothers","Crankbrothers Eggbeater 3 Red","pedals",800
"crankbrothers","Crankbrothers Highline 11 100mm","seat-post",
"crankbrothers","Crankbrothers Highline 11 125mm","seat-post",
"crankbrothers","Crankbrothers Highline 11 150mm","seat-post",
"crankbrothers","Crankbrothers Highline 11 170mm","seat-post",
"crankbrothers","Crankbrothers Highline 11 60mm","seat-post",
"crankbrothers","Crankbrothers Highline 11 80mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 100mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 125mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 150mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 170mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 200mm","seat-post",
"crankbrothers","Crankbrothers Highline 3 80mm","seat-post",
"crankbrothers","Crankbrothers Highline 7 100mm","seat-post",
"crankbrothers","Crankbrothers Highline 7 125mm","seat-post",
"crankbrothers","Crankbrothers Highline 7 150mm","seat-post",
"crankbrothers","Crankbrothers Highline 7 170mm","seat-post",
"crankbrothers","Crankbrothers Highline 7 200mm","seat-post",
"crankbrothers","Crankbrothers Highline XC/Gravel 100mm","seat-post",
"crankbrothers","Crankbrothers Highline XC/Gravel 125mm","seat-post",
"crankbrothers","Crankbrothers Highline XC/Gravel 60mm","seat-post",
"crankbrothers","Crankbrothers Highline XC/Gravel 80mm","seat-post",
"crankbrothers","Crankbrothers Mallet 2 Green","pedals",800
"crankbrothers","Crankbrothers Mallet 2 Silver","pedals",800
"crankbrothers","Crankbrothers Mallet 3 Raw","pedals",800
"crankbrothers","Crankbrothers Mallet 3 Red","pedals",800
"crankbrothers","Crankbrothers Mallet DH 11","pedals",800
"crankbrothers","Crankbrothers Mallet DH Black","pedals",800
"crankbrothers","Crankbrothers Mallet DH Red","pedals",800
"crankbrothers","Crankbrothers Mallet DH SuperBruni Edition","pedals",800
"crankbrothers","Crankbrothers Mallet E 11","pedals",800
"crankbrothers","Crankbrothers Mallet E Black","pedals",800
"crankbrothers","Crankbrothers Mallet E Blue","pedals",800
"crankbrothers","Crankbrothers Mallet E LS Black/Blue","pedals",800
"crankbrothers","Crankbrothers Mallet E LS Black/Silver","pedals",800
"crankbrothers","Crankbrothers Mallet E LS Green","pedals",800
"crankbrothers","Crankbrothers Mallet E LS Red","pedals",800
"crankbrothers","Crankbrothers Mallet E LS Silver","pedals",800
"crankbrothers","Crankbrothers Mallet E LS USA Ediion","pedals",800
"crankbrothers","Crankbrothers Mallet Enduro 11 Black/Gold","pedals",800
"crankbrothers","Crankbrothers Mallet Enduro Black","pedals",800
"crankbrothers","Crankbrothers Mallet Enduro Blue","pedals",800
"crankbrothers","Crankbrothers Mallet Trail Black","pedals",800
"crankbrothers","Crankbrothers Mallet Trail Champagne","pedals",800
"crankbrothers","Crankbrothers Mallet Trail Purple","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Black","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Blue","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Citron","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Green","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Orange","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Purple","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Red","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Sand","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Large Turquoise","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Black","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Blue","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Citron","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Green","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Orange","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Purple","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Red","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Sand","pedals",800
"crankbrothers","Crankbrothers Stamp 1 Small Turquoise","pedals",800
"crankbrothers","Crankbrothers Stamp 11 Large","pedals",800
"crankbrothers","Crankbrothers Stamp 11 Small","pedals",800
"crankbrothers","Crankbrothers Stamp 2 Large Black","pedals",800
"crankbrothers","Crankbrothers Stamp 2 Large Raw","pedals",800
"crankbrothers","Crankbrothers Stamp 2 Small Black","pedals",800
"crankbrothers","Crankbrothers Stamp 2 Small Raw","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Large Black","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Large Grey","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Large MacAskill Edtion","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Small Black","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Small Grey","pedals",800
"crankbrothers","Crankbrothers Stamp 3 Small MacAskill Edtion","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large Black","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large LE Green","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large LE Orange","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large LE Purple","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large MacAskill Edtion","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large Red","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Large USA Edition","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small Black","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small LE Green","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small LE Orange","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small LE Purple","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small MacAskill Edition","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small Red","pedals",800
"crankbrothers","Crankbrothers Stamp 7 Small USA Edition","pedals",800
"dtswiss","DT Swiss A 1800 Spline 650 front","wheel",800
"dtswiss","DT Swiss A 1800 Spline 650 rear","wheel",800
"dtswiss","DT Swiss A 1800 Spline 700 front","wheel",800
"dtswiss","DT Swiss A 1800 Spline 700 rear","wheel",800
"dtswiss","DT Swiss AR 1600 Spline 650 front","wheel",800
"dtswiss","DT Swiss AR 1600 Spline 650 rear","wheel",800
"dtswiss","DT Swiss AR 1600 Spline 700 front","wheel",800
"dtswiss","DT Swiss AR 1600 Spline 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 48 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 48 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 62 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 62 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 80 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut 80 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 38 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 38 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 48 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 48 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 50 650 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 50 650 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 50 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 50 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 62 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 62 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 80 700 front","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut db 80 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1100 Dicut disc 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1400 Dicut 48 700 front","wheel",800
"dtswiss","DT Swiss ARC 1400 Dicut 48 700 rear","wheel",800
"dtswiss","DT Swiss ARC 1400 Dicut 62 700 front","wheel",800
